Subject.Id,Contact.ID,cat,svy_contact,empstatus,jailprison,close,baseline_flag,dup,reinstall_flag1,reinstall_flag2,phonesurvey,Total number of calls,Total duration of calls,Total incoming calls,Total outgoing calls,Total number of missed calls,"Total number of incoming calls, excluding missed",Proportion of incoming calls answered,"0 to 1, =1 perfect reciprocity",Proportion of calls incoming,Duration of incoming calls,Duration of outgoing calls,Total number of night calls,Any night call,Number of incoming calls at night,Number of outgoing calls at night,Any night incoming call,Any night outgoing call,Min days between calls,Max days between calls,Total number of texts,Any night text,Number of texts at night,Min days between texts,Max days between texts
1210,a0000022d7b542248304841,No phone survey,,,,,,,0,0,0,1,35,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,,,,,,,
1210,a0000022d7b542378777885,Phone survey,Person,Working Formally,0,80,1,0,0,0,1,16,1005,6,10,2,4,0.666666687,0.75,0.375,278,727,2,1,2,2,1,1,1,4,,,,,
1210,a0000022d7b542441621829,Phone survey,Person,Working Formally,0,77,0,0,0,0,1,57,3023,38,19,13,25,0.657894731,0.666666627,0.666666687,1881,1142,2,1,11,3,1,1,1,17,,,,,
1210,a0000022d7b542476575216,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,,,,,,,
1210,a0000022d7b542529431620,No phone survey,,,,,,,0,0,0,7,526,2,5,0,2,1,0.571428597,0.285714298,211,315,0,0,0,0,0,0,1,2,,,,,
1210,a0000022d7b542548845027,No phone survey,,,,,,,0,0,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1210,a0000022d7b542582237351,No phone survey,,,,,,,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1210,a0000022d7b542612763524,No phone survey,,,,,,,0,0,0,2,98,0,2,0,0,0,0,0,0,98,1,1,0,2,0,1,9,9,,,,,
1210,a0000022d7b542618529729,No phone survey,,,,,,,0,0,0,3,21,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,4,4,,,,,
1210,a0000022d7b542681283649,No phone survey,,,,,,,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,
1210,a0000022d7b542685090596,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,1,9,1,0,0,1,1,0,1,9,0,0,0,0,0,0,0,,,,,,,
1210,a0000022d7b542688804075,No phone survey,,,,,,,0,0,0,2,61,0,2,0,0,0,0,0,0,61,1,1,0,2,0,1,,,,,,,
1210,a0000022d7b542724163199,No phone survey,,,,,,,0,0,0,1,18,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,,,,,,,
1210,a0000022d7b542751850069,No phone survey,,,,,,,0,0,0,1,7,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,,,,,,,
1210,a0000022d7b542768674310,No phone survey,,,,,,,0,0,0,1,7,0,1,0,0,0,0,0,0,7,1,1,0,1,0,1,,,,,,,
1210,a0000022d7b542808868703,No phone survey,,,,,,,0,0,0,1,63,0,1,0,0,0,0,0,0,63,0,0,0,0,0,0,,,,,,,
1210,a0000022d7b542923625118,No phone survey,,,,,,,0,0,0,1,41,0,1,0,0,0,0,0,0,41,1,1,0,1,0,1,,,,,,,
1210,a0000022d7b542963848829,No phone survey,,,,,,,0,0,0,1,53,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1030644649,No phone survey,,,,,,,0,0,0,4,0,4,0,2,2,0.5,0,1,0,0,0,0,0,0,0,0,1,1,,,,,
1212,a0000022d7a017-1041218853,No phone survey,,,,,,,0,0,0,2,76,0,2,0,0,0,0,0,0,76,0,0,0,0,0,0,62,62,,,,,
1212,a0000022d7a017-1077449135,No phone survey,,,,,,,0,0,0,1,26,0,1,0,0,0,0,0,0,26,1,1,0,1,0,1,,,,,,,
1212,a0000022d7a017-1091907408,No phone survey,,,,,,,0,0,0,2,17,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,2,2,,,,,
1212,a0000022d7a017-1129336563,No phone survey,,,,,,,0,0,0,3,206,1,2,1,0,0,0.666666687,0.333333343,0,206,0,0,0,0,0,0,2,2,,,,,
1212,a0000022d7a017-1143417258,Phone survey,Person,Working Informally,1,4,0,0,0,0,1,2,467,1,1,0,1,1,1,0.5,446,21,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1221362157,Phone survey,Business - work or search related,,,,0,0,0,0,1,4,0,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,43,,,,,
1212,a0000022d7a017-1236063438,No phone survey,,,,,,,0,0,0,3,20,2,1,1,1,0.5,0.666666627,0.666666687,0,20,0,0,0,0,0,0,1,1,,,,,
1212,a0000022d7a017-1382973420,No phone survey,,,,,,,0,0,0,2,11,1,1,1,0,0,1,0.5,0,11,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1388530124,No phone survey,,,,,,,0,0,0,2,25,1,1,1,0,0,1,0.5,0,25,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1430083217,Phone survey,,,,,0,1,0,0,1,2,540,2,0,0,2,1,0,1,540,0,0,0,0,0,0,0,1,1,,,,,
1212,a0000022d7a017-1442723637,No phone survey,,,,,,,0,0,0,8,44,0,8,0,0,0,0,0,0,44,0,0,0,0,0,0,5,14,,,,,
1212,a0000022d7a017-1454695519,No phone survey,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1464698775,No phone survey,,,,,,,0,0,0,1,8,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1537715779,No phone survey,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,,,,,,,
1212,a0000022d7a017-1538067458,No phone survey,,,,,,,0,0,0,2,18,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1563724252,Phone survey,Business - work or search related,,,,0,1,0,0,1,9,30,2,7,1,1,0.5,0.444444418,0.222222224,0,30,0,0,0,0,0,0,2,2,,,,,
1212,a0000022d7a017-1578056427,Phone survey,Business - work or search related,,,,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1587909216,No phone survey,,,,,,,0,0,0,125,5964,55,70,23,32,0.581818163,0.879999995,0.439999998,2553,3411,2,1,6,3,1,1,1,4,,,,,
1212,a0000022d7a017-1638662849,No phone survey,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1662896293,No phone survey,,,,,,,0,0,0,2,0,2,0,2,0,0,0,1,0,0,1,1,1,0,1,0,1,1,,,,,
1212,a0000022d7a017-1706528147,No phone survey,,,,,,,0,0,0,3,134,2,1,2,0,0,0.666666627,0.666666687,0,134,2,1,2,1,1,1,,,,,,,
1212,a0000022d7a017-17257802,No phone survey,,,,,,,0,0,0,1,255,1,0,0,1,1,0,1,255,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1757198463,No phone survey,,,,,,,0,0,0,8,0,8,0,8,0,0,0,1,0,0,1,1,1,0,1,0,1,1,,,,,
1212,a0000022d7a017-1789180488,Phone survey,Business - work or search related,,,,0,1,0,0,1,34,395,34,0,22,12,0.352941185,0,1,395,0,1,1,4,0,1,0,1,24,,,,,
1212,a0000022d7a017-1819342288,No phone survey,,,,,,,0,0,0,22,18,21,1,14,7,0.333333343,0.090909123,0.954545438,8,10,1,1,1,0,1,0,1,4,,,,,
1212,a0000022d7a017-1896601494,Phone survey,Business - work or search related,,,,0,0,0,0,1,2,30,1,1,0,1,1,1,0.5,6,24,2,1,1,1,1,1,,,,,,,
1212,a0000022d7a017-190752907,No phone survey,,,,,,,0,0,0,1,10,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1945132012,No phone survey,,,,,,,0,0,0,1,19,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1967573349,No phone survey,,,,,,,0,0,0,1,79,0,1,0,0,0,0,0,0,79,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-1975733016,Phone survey,Person,Working Informally,0,68,0,0,0,0,1,6,267,1,5,0,1,1,0.333333373,0.166666672,162,105,2,1,1,1,1,1,1,13,,,,,
1212,a0000022d7a017-1986357027,No phone survey,,,,,,,0,0,0,32,3553,24,8,15,9,0.375,0.5,0.75,2082,1471,2,1,2,1,1,1,1,16,,,,,
1212,a0000022d7a017-1993903583,No phone survey,,,,,,,0,0,0,3,468,3,0,2,1,0.333333343,0,1,468,0,1,1,2,0,1,0,1,1,,,,,
1212,a0000022d7a017-2018407785,No phone survey,,,,,,,0,0,0,1,9,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-2053096008,No phone survey,,,,,,,0,0,0,5,0,5,0,3,2,0.400000006,0,1,0,0,0,0,0,0,0,0,1,1,,,,,
1212,a0000022d7a017-2070079804,Phone survey,Person,Working Informally,1,9,0,0,0,0,1,2,156,1,1,0,1,1,1,0.5,92,64,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-2100608215,Phone survey,Business - work or search related,,,,0,0,0,0,1,2,1070,1,1,0,1,1,1,0.5,1070,0,0,0,0,0,0,0,1,1,,,,,
1212,a0000022d7a017-210891336,No phone survey,,,,,,,0,0,0,3,17,1,2,1,0,0,0.666666687,0.333333343,0,17,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-254457840,No phone survey,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-265172035,No phone survey,,,,,,,0,0,0,2,16,1,1,1,0,0,1,0.5,0,16,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-332870474,Phone survey,Business - work or search related,,,,0,0,0,0,1,2,37,2,0,1,1,0.5,0,1,37,0,1,1,1,0,1,0,6,6,,,,,
1212,a0000022d7a017-354663558,No phone survey,,,,,,,0,0,0,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-403177561,No phone survey,,,,,,,0,0,0,2,663,0,2,0,0,0,0,0,0,663,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-418820382,No phone survey,,,,,,,0,0,0,13,1196,6,7,2,4,0.666666687,0.923076928,0.461538464,286,910,2,1,3,1,1,1,1,21,,,,,
1212,a0000022d7a017-425252715,No phone survey,,,,,,,0,0,0,1,9,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-428736963,No phone survey,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-447515658,No phone survey,,,,,,,0,0,0,1,10,0,1,0,0,0,0,0,0,10,1,1,0,1,0,1,,,,,,,
1212,a0000022d7a017-455428356,No phone survey,,,,,,,0,0,0,1,13,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-510663340,No phone survey,,,,,,,0,0,0,142,166,138,4,92,46,0.333333343,0.056338072,0.971830964,116,50,1,1,13,0,1,0,1,2,,,,,
1212,a0000022d7a017-649552380,No phone survey,,,,,,,0,0,0,2,122,0,2,0,0,0,0,0,0,122,0,0,0,0,0,0,65,65,,,,,
1212,a0000022d7a017-666963303,Phone survey,Person,Working Formally,0,0,0,0,0,0,1,2,12,1,1,0,1,1,1,0.5,0,12,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-766670265,No phone survey,,,,,,,0,0,0,3,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,8,8,,,,,
1212,a0000022d7a017-902797875,Phone survey,Business - work or search related,,,,0,0,0,0,1,1,400,1,0,0,1,1,0,1,400,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017-927273454,Phone survey,Business - work or search related,,,,0,0,0,0,1,1,174,1,0,0,1,1,0,1,174,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a0171032990010,Phone survey,Person,Working Formally,0,24,0,0,0,0,1,13,898,4,9,1,3,0.75,0.615384638,0.307692319,293,605,2,1,2,5,1,1,1,4,,,,,
1212,a0000022d7a0171055533650,Phone survey,Business - work or search related,,,,0,0,0,0,1,4,61,2,2,0,2,1,1,0.5,7,54,0,0,0,0,0,0,2,2,,,,,
1212,a0000022d7a0171133448024,No phone survey,,,,,,,0,0,0,1,40,0,1,0,0,0,0,0,0,40,1,1,0,1,0,1,,,,,,,
1212,a0000022d7a0171145558279,No phone survey,,,,,,,0,0,0,2,13,1,1,1,0,0,1,0.5,0,13,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a0171202549604,Phone survey,,,,,0,0,0,0,1,5,19,3,2,2,1,0.333333343,0.799999952,0.600000024,0,19,0,0,0,0,0,0,1,1,,,,,
1212,a0000022d7a0171213399549,Phone survey,Person,Working Informally,0,71,0,0,0,0,1,1,330,1,0,0,1,1,0,1,330,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a0171258891417,No phone survey,,,,,,,0,0,0,2,26,1,1,1,0,0,1,0.5,0,26,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a0171310207229,No phone survey,,,,,,,0,0,0,1,7,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a0171367322197,No phone survey,,,,,,,0,0,0,9,1366,2,7,1,1,0.5,0.444444418,0.222222224,42,1324,0,0,0,0,0,0,1,30,,,,,
1212,a0000022d7a0171396271136,No phone survey,,,,,,,0,0,0,12,9,11,1,6,5,0.454545468,0.166666627,0.916666687,0,9,1,1,3,0,1,0,1,1,,,,,
1212,a0000022d7a0171422624139,No phone survey,,,,,,,0,0,0,6,31,3,3,3,0,0,1,0.5,0,31,0,0,0,0,0,0,11,25,,,,,
1212,a0000022d7a0171428302934,Phone survey,Person,Working Formally,0,58,0,1,0,0,1,15,323,2,13,1,1,0.5,0.266666651,0.13333334,52,271,2,1,1,5,1,1,1,13,,,,,
1212,a0000022d7a0171446858400,Phone survey,Person,Working Formally,,0,0,0,0,0,1,1,3,1,0,0,1,1,0,1,3,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a0171556636733,No phone survey,,,,,,,0,0,0,10,76,9,1,2,7,0.777777791,0.200000048,0.899999976,70,6,0,0,0,0,0,0,1,23,,,,,
1212,a0000022d7a017163228158,No phone survey,,,,,,,0,0,0,16,168,12,4,7,5,0.416666657,0.5,0.75,95,73,1,1,1,0,1,0,1,24,,,,,
1212,a0000022d7a0171701364560,No phone survey,,,,,,,0,0,0,1,26,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a0171709917620,No phone survey,,,,,,,0,0,0,1,33,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a0171853689088,No phone survey,,,,,,,0,0,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,3,,,,,
1212,a0000022d7a0171862451441,No phone survey,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a0171873815531,Phone survey,Person,,,0,0,0,0,0,1,7,67,5,2,1,4,0.800000012,0.571428537,0.714285731,25,42,0,0,0,0,0,0,1,11,,,,,
1212,a0000022d7a0171950038835,No phone survey,,,,,,,0,0,0,57,26263,27,30,13,14,0.518518507,0.947368443,0.473684222,9673,16590,2,1,3,2,1,1,1,8,,,,,
1212,a0000022d7a0172030134229,Phone survey,Person,Working Formally,0,61,0,0,0,0,1,2,108,2,0,1,1,0.5,0,1,108,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a0172051154324,No phone survey,,,,,,,0,0,0,1,77,0,1,0,0,0,0,0,0,77,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a0172095438329,Phone survey,,,,,0,0,0,0,1,4,23,2,2,1,1,0.5,1,0.5,3,20,1,1,0,1,0,1,2,25,,,,,
1212,a0000022d7a0172123077785,No phone survey,,,,,,,0,0,0,12,182,9,3,8,1,0.111111112,0.5,0.75,55,127,1,1,7,0,1,0,1,11,,,,,
1212,a0000022d7a0172139487963,No phone survey,,,,,,,0,0,0,1,23,0,1,0,0,0,0,0,0,23,1,1,0,1,0,1,,,,,,,
1212,a0000022d7a017251467005,No phone survey,,,,,,,0,0,0,5,2137,3,2,2,1,0.333333343,0.799999952,0.600000024,1193,944,1,1,0,1,0,1,8,12,,,,,
1212,a0000022d7a01732492206,No phone survey,,,,,,,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017422089563,No phone survey,,,,,,,0,0,0,4,1858,2,2,1,1,0.5,1,0.5,1843,15,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017428332278,No phone survey,,,,,,,0,0,0,1,19,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017498522818,No phone survey,,,,,,,0,0,0,3,201,2,1,2,0,0,0.666666627,0.666666687,0,201,2,1,1,1,1,1,,,,,,,
1212,a0000022d7a017519786557,Phone survey,Person,,,0,0,0,0,0,1,6,206,3,3,1,2,0.666666687,1,0.5,150,56,0,0,0,0,0,0,3,3,,,,,
1212,a0000022d7a017677447274,No phone survey,,,,,,,0,0,0,5,77,0,5,0,0,0,0,0,0,77,1,1,0,3,0,1,1,1,,,,,
1212,a0000022d7a017695428856,Phone survey,Person,Working Formally,0,25,0,0,0,0,1,7,344,2,5,0,2,1,0.571428597,0.285714298,264,80,1,1,1,0,1,0,1,7,,,,,
1212,a0000022d7a01770350908,No phone survey,,,,,,,0,0,0,4,0,4,0,1,3,0.75,0,1,0,0,1,1,1,0,1,0,1,1,,,,,
1212,a0000022d7a017717004802,No phone survey,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017755904050,No phone survey,,,,,,,0,0,0,1,7,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a01777250413,No phone survey,,,,,,,0,0,0,4,307,2,2,1,1,0.5,1,0.5,280,27,0,0,0,0,0,0,14,29,,,,,
1212,a0000022d7a017847928123,No phone survey,,,,,,,0,0,0,3,0,3,0,2,1,0.333333343,0,1,0,0,0,0,0,0,0,0,1,1,,,,,
1212,a0000022d7a017889668263,No phone survey,,,,,,,0,0,0,1,57,0,1,0,0,0,0,0,0,57,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017915452276,No phone survey,,,,,,,0,0,0,1,13,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,,,,,,,
1212,a0000022d7a017961917446,No phone survey,,,,,,,0,0,0,16,15,16,0,14,2,0.125,0,1,15,0,0,0,0,0,0,0,1,2,,,,,
1213,a0000022aac19a-1066119525,No phone survey,,,,,,,0,0,0,1,26,0,1,0,0,0,0,0,0,26,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a-1277937606,No phone survey,,,,,,,0,0,0,6,745,0,6,0,0,0,0,0,0,745,1,1,0,2,0,1,1,2,,,,,
1213,a0000022aac19a-1310061171,No phone survey,,,,,,,0,0,0,1,20,0,1,0,0,0,0,0,0,20,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a-1358738732,No phone survey,,,,,,,0,0,0,85,15455,26,59,10,16,0.615384638,0.611764729,0.305882365,6476,8979,2,1,17,33,1,1,1,9,,,,,
1213,a0000022aac19a-1407868868,No phone survey,,,,,,,0,0,0,4,921,1,3,1,0,0,0.5,0.25,0,921,2,1,1,3,1,1,,,,,,,
1213,a0000022aac19a-1442723637,No phone survey,,,,,,,0,0,0,4,493,0,4,0,0,0,0,0,0,493,1,1,0,2,0,1,6,11,,,,,
1213,a0000022aac19a-1522069099,No phone survey,,,,,,,0,0,0,2,45,0,2,0,0,0,0,0,0,45,1,1,0,2,0,1,1,1,,,,,
1213,a0000022aac19a-1528030022,Phone survey,Person,Working Formally,1,60,1,0,0,0,1,2,19,1,1,0,1,1,1,0.5,5,14,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a-1608578211,No phone survey,,,,,,,0,0,0,1,7,0,1,0,0,0,0,0,0,7,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a-1664377588,Phone survey,Person,Self-employed,0,100,1,0,0,0,1,11,692,2,9,0,2,1,0.363636374,0.181818187,110,582,2,1,1,4,1,1,1,1,,,,,
1213,a0000022aac19a-1689053168,No phone survey,,,,,,,0,0,0,1,98,0,1,0,0,0,0,0,0,98,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a-1702491813,No phone survey,,,,,,,0,0,0,1,40,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a-1786856547,Phone survey,,,,,0,0,0,0,1,1,26,1,0,0,1,1,0,1,26,0,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a-181481431,No phone survey,,,,,,,0,0,0,1,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a-1865158864,Phone survey,Person,Working Formally,0,84,0,0,0,0,1,14,324,3,11,0,3,1,0.428571463,0.214285716,36,288,1,1,0,3,0,1,1,2,,,,,
1213,a0000022aac19a-189130536,No phone survey,,,,,,,0,0,0,1,29,0,1,0,0,0,0,0,0,29,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a-1943668182,No phone survey,,,,,,,0,0,0,1,25,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a-1948907529,No phone survey,,,,,,,0,0,0,1,135,0,1,0,0,0,0,0,0,135,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a-1959513495,No phone survey,,,,,,,0,0,0,1,14,0,1,0,0,0,0,0,0,14,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a-1976470511,No phone survey,,,,,,,0,0,0,4,838,1,3,1,0,0,0.5,0.25,0,838,2,1,1,2,1,1,1,18,,,,,
1213,a0000022aac19a-1998360323,No phone survey,,,,,,,0,0,0,6,45,0,6,0,0,0,0,0,0,45,1,1,0,4,0,1,6,24,,,,,
1213,a0000022aac19a-2021617060,No phone survey,,,,,,,0,0,0,2,23,0,2,0,0,0,0,0,0,23,1,1,0,2,0,1,1,1,,,,,
1213,a0000022aac19a-2033196366,No phone survey,,,,,,,0,0,0,1,35,0,1,0,0,0,0,0,0,35,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a-2100608215,No phone survey,,,,,,,0,0,0,2,5023,2,0,0,2,1,0,1,5023,0,0,0,0,0,0,0,17,17,,,,,
1213,a0000022aac19a-2127168652,No phone survey,,,,,,,0,0,0,1,32,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a-26683524,Phone survey,Person,Self-employed,0,100,1,0,0,0,1,12,2861,9,3,7,2,0.222222224,0.5,0.75,466,2395,2,1,8,3,1,1,1,5,,,,,
1213,a0000022aac19a-377846706,No phone survey,,,,,,,0,0,0,3,23,2,1,2,0,0,0.666666627,0.666666687,0,23,0,0,0,0,0,0,2,3,,,,,
1213,a0000022aac19a-713317133,No phone survey,,,,,,,0,0,0,15,904,0,15,0,0,0,0,0,0,904,1,1,0,2,0,1,1,17,,,,,
1213,a0000022aac19a-725120364,No phone survey,,,,,,,0,0,0,1,31,0,1,0,0,0,0,0,0,31,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a-741893830,No phone survey,,,,,,,0,0,0,2,10,1,1,1,0,0,1,0.5,0,10,0,0,0,0,0,0,5,5,,,,,
1213,a0000022aac19a-802597799,No phone survey,,,,,,,0,0,0,1,60,0,1,0,0,0,0,0,0,60,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a-938967270,No phone survey,,,,,,,0,0,0,1,2,0,1,0,0,0,0,0,0,2,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a1011002773,No phone survey,,,,,,,0,0,0,20,1917,5,15,2,3,0.600000024,0.5,0.25,832,1085,2,1,2,4,1,1,1,19,,,,,
1213,a0000022aac19a1012023112,No phone survey,,,,,,,0,0,0,1,17,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a1107103222,No phone survey,,,,,,,0,0,0,1,11,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a1281236077,No phone survey,,,,,,,0,0,0,1,20,0,1,0,0,0,0,0,0,20,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a1287576496,No phone survey,,,,,,,0,0,0,6,530,0,6,0,0,0,0,0,0,530,1,1,0,2,0,1,22,23,,,,,
1213,a0000022aac19a1366020885,No phone survey,,,,,,,0,0,0,1,4,0,1,0,0,0,0,0,0,4,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a1394925162,No phone survey,,,,,,,0,0,0,3,121,0,3,0,0,0,0,0,0,121,0,0,0,0,0,0,1,1,,,,,
1213,a0000022aac19a1399144548,Phone survey,Person,Self-employed,0,90,0,0,0,0,1,8,3348,5,3,3,2,0.400000006,0.75,0.625,73,3275,2,1,1,3,1,1,2,2,,,,,
1213,a0000022aac19a1405744793,Phone survey,,,,,0,0,0,0,1,14,589,2,12,0,2,1,0.285714269,0.142857149,167,422,1,1,0,2,0,1,1,28,,,,,
1213,a0000022aac19a1456727414,No phone survey,,,,,,,0,0,0,1,24,0,1,0,0,0,0,0,0,24,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a1519204119,No phone survey,,,,,,,0,0,0,2,30,0,2,0,0,0,0,0,0,30,1,1,0,2,0,1,25,25,,,,,
1213,a0000022aac19a1729764822,No phone survey,,,,,,,0,0,0,2,30,0,2,0,0,0,0,0,0,30,1,1,0,2,0,1,,,,,,,
1213,a0000022aac19a1740912670,No phone survey,,,,,,,0,0,0,1,17,0,1,0,0,0,0,0,0,17,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a1863134590,Phone survey,Person,Working Formally,,12,0,1,0,0,1,5,233,3,2,1,2,0.666666687,0.799999952,0.600000024,122,111,0,0,0,0,0,0,21,41,,,,,
1213,a0000022aac19a1873537971,No phone survey,,,,,,,0,0,0,1,7,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a1892155641,No phone survey,,,,,,,0,0,0,1,15,0,1,0,0,0,0,0,0,15,1,1,0,1,0,1,,,,,,,
1213,a0000022aac19a1927753150,No phone survey,,,,,,,0,0,0,2,11,1,1,1,0,0,1,0.5,0,11,1,1,1,0,1,0,6,6,,,,,
1213,a0000022aac19a193379954,No phone survey,,,,,,,0,0,0,1,126,0,1,0,0,0,0,0,0,126,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a2051154324,No phone survey,,,,,,,0,0,0,7,587,0,7,0,0,0,0,0,0,587,1,1,0,3,0,1,1,21,,,,,
1213,a0000022aac19a427546913,No phone survey,,,,,,,0,0,0,13,332,8,5,6,2,0.25,0.769230723,0.615384638,28,304,2,1,4,2,1,1,1,19,,,,,
1213,a0000022aac19a449317850,No phone survey,,,,,,,0,0,0,2,61,0,2,0,0,0,0,0,0,61,0,0,0,0,0,0,,,,,,,
1213,a0000022aac19a511652437,No phone survey,,,,,,,0,0,0,16,4825,3,13,2,1,0.333333343,0.375,0.1875,1920,2905,2,1,3,11,1,1,1,17,,,,,
1213,a0000022aac19a527075785,No phone survey,,,,,,,0,0,0,11,4522,4,7,0,4,1,0.727272749,0.363636374,3784,738,2,1,4,5,1,1,1,21,,,,,
